station_code,station_name,state,year,temperature,ph,conductivity,tds,nitrate,fluoride,GQI,Quality_Class,Quality_Score,ph_trend,conductivity_trend,tds_trend,gqi_trend,tds_3yr_avg,ph_3yr_avg
1737.0,"GROUND WATER QUALITY
STATION CAPTANGANJ",UTTAR PRADESH,2016,25.5,7.0,757.0,484.48,,,2.0,Moderate,1,0.0,15.0,9.600000000000023,0.0,482.9866666666667,6.966666666666666
1737.0,"GROUND WATER QUALITY STATION
CAPTANGANJ, U.P",UTTAR PRADESH,2017,25.5,6.9,767.0,490.88,,,2.0,Moderate,1,-0.09999999999999964,10.0,6.399999999999977,0.0,483.41333333333336,6.966666666666666
1737.0,"GROUND WATER QUALITY STATION
CAPTANGANJ, U.P",UTTAR PRADESH,2018,25.5,7.050000000000001,576.0,368.64,,,2.0,Moderate,1,0.15000000000000036,-191.0,-122.24000000000001,0.0,448.0,6.983333333333334
1737.0,"GROUND WATER QUALITY
STATION CAPTANGANJ, U.P",UTTAR PRADESH,2019,23.0,7.35,649.0,415.36,,,2.0,Moderate,1,0.29999999999999893,73.0,46.72000000000003,0.0,424.96000000000004,7.1000000000000005
1738.0,"SITE 1, INDUSTRIAL AREA NEAR M/S WOODWARM CHEMICAL LTD., UNNAO",UTTAR PRADESH,2012,24.0,7.465,989.35,633.1840000000001,,,1.5,Poor,0,,,,,,
1738.0,"SITE 1, INDUSTRIAL AREA NEAR M/S WOODWARM CHEMICAL LTD., UNNAO, U.P",UTTAR PRADESH,2013,28.0,7.4,835.0,534.4,,,1.5,Poor,0,-0.0649999999999995,-154.35000000000002,-98.7840000000001,0.0,,
1738.0,"SITE 1, INDUSTRIAL AREA NEAR M/S WOODWARM CHEMICAL LTD., UNNAO, U.P",UTTAR PRADESH,2014,26.0,7.7,674.0,431.36,,,2.0,Moderate,1,0.2999999999999998,-161.0,-103.03999999999996,0.5,532.9813333333333,7.521666666666667
1738.0,"SITE 1, INDUSTRIAL AREA
NEAR M/S WOODWARM
CHEMICAL LTD., UNNAO",UTTAR PRADESH,2016,24.0,7.6,783.0,501.12,,,1.5,Poor,0,-0.10000000000000053,109.0,69.75999999999999,-0.5,488.96000000000004,7.566666666666666
1738.0,"SITE 1, INDUSTRIAL AREA NEAR M/S
WOODWARM CHEMICAL LTD., UNNAO, U.P",UTTAR PRADESH,2017,26.0,7.35,817.0,522.88,,,1.5,Poor,0,-0.25,34.0,21.75999999999999,0.0,485.12000000000006,7.55
1738.0,"SITE 1, INDUSTRIAL AREA NEAR M/S
WOODWARM CHEMICAL LTD., UNNAO, U.P",UTTAR PRADESH,2018,29.0,7.5,868.0,555.52,,,1.5,Poor,0,0.15000000000000036,51.0,32.639999999999986,0.0,526.5066666666667,7.483333333333333
1738.0,"SITE 1, INDUSTRIAL AREA NEAR
M/S WOODWARM CHEMICAL
LTD., UNNAO, U.P",UTTAR PRADESH,2019,27.0,7.4,645.0,412.8,,,2.0,Moderate,1,-0.09999999999999964,-223.0,-142.71999999999997,0.5,497.06666666666666,7.416666666666667
1739.0,"SITE 2, INDUSTRIAL AREA NEAR M/S AMIN SONS, UNNAO,U.P",UTTAR PRADESH,2012,24.0,7.05,3163.0,2024.32,,,1.0,Poor,0,,,,,,
1739.0,"SITE 2, INDUSTRIAL AREA NEAR M/S AMIN SONS, UNNAO, U.P",UTTAR PRADESH,2013,28.0,6.8,4810.0,3078.4,,,1.0,Poor,0,-0.25,1647.0,1054.0800000000002,0.0,,
1739.0,"SITE 2, INDUSTRIAL AREA NEAR M/S AMIN SONS, UNNAO, U.P",UTTAR PRADESH,2014,26.0,7.4,2987.0,1911.68,,,1.5,Poor,0,0.6000000000000005,-1823.0,-1166.72,0.5,2338.133333333333,7.083333333333333
1739.0,"SITE 2, INDUSTRIAL AREA
NEAR M/S AMIN SONS,
UNNAO",UTTAR PRADESH,2016,24.0,6.8,1943.0,1243.52,,,1.5,Poor,0,-0.6000000000000005,-1044.0,-668.1600000000001,0.0,2077.866666666667,7.0
1739.0,"SITE 2, INDUSTRIAL AREA NEAR M/S AMIN
SONS, UNNAO, U.P",UTTAR PRADESH,2017,26.0,7.05,1757.5,1124.8,,,1.5,Poor,0,0.25,-185.5,-118.72000000000003,0.0,1426.6666666666667,7.083333333333333
1739.0,"SITE 2, INDUSTRIAL AREA NEAR M/S AMIN SONS,
UNNAO, U.P",UTTAR PRADESH,2018,29.0,7.2,1562.0,999.6800000000001,,,1.5,Poor,0,0.15000000000000036,-195.5,-125.11999999999989,0.0,1122.6666666666663,7.016666666666667
1739.0,"SITE 2, INDUSTRIAL AREA NEAR
M/S AMIN SONS, UNNAO, U.P",UTTAR PRADESH,2019,27.0,7.35,1367.5,875.2,,,1.5,Poor,0,0.14999999999999947,-194.5,-124.48000000000002,0.0,999.8933333333333,7.199999999999999
1740.0,"AT ROADWAYS BUS STATION, UNNAO",UTTAR PRADESH,2012,24.0,7.234999999999999,2604.5,1666.88,,,1.5,Poor,0,,,,,,
1740.0,"AT ROADWAYS BUS STATION, UNNAO, U.P",UTTAR PRADESH,2013,28.0,6.9,2545.0,1628.8,,,1.5,Poor,0,-0.3349999999999991,-59.5,-38.080000000000155,0.0,,
1740.0,"AT ROADWAYS BUS STATION, UNNAO, U.P",UTTAR PRADESH,2014,26.0,7.3,2940.0,1881.6000000000001,,,1.5,Poor,0,0.39999999999999947,395.0,252.80000000000018,0.0,1725.7600000000002,7.145
1740.0,"AT ROADWAYS BUS
STATION, UNNAO",UTTAR PRADESH,2016,24.0,7.4,2070.0,1324.8,,,1.5,Poor,0,0.10000000000000053,-870.0,-556.8000000000002,0.0,1611.7333333333333,7.2
1740.0,"AT ROADWAYS BUS STATION, UNNAO, U.P",UTTAR PRADESH,2017,26.0,7.35,2003.0,1281.92,,,1.5,Poor,0,-0.05000000000000071,-67.0,-42.87999999999988,0.0,1496.1066666666666,7.3500000000000005
1740.0,"AT ROADWAYS BUS STATION, UNNAO, U.P",UTTAR PRADESH,2018,29.0,7.3,2475.0,1584.0,,,1.5,Poor,0,-0.04999999999999982,472.0,302.0799999999999,0.0,1396.9066666666668,7.349999999999999
1740.0,"AT ROADWAYS BUS STATION,
UNNAO, U.P",UTTAR PRADESH,2019,28.0,7.65,1136.5,727.36,,,1.5,Poor,0,0.35000000000000053,-1338.5,-856.64,0.0,1197.76,7.433333333333334
1741.0,"MAGAWARA INDUSTRIAL AREA NEAR M/S JAMJAM TANNERS, UNNAO, U.P",UTTAR PRADESH,2012,24.0,7.42,1018.1,651.5840000000001,,,1.5,Poor,0,,,,,,
1741.0,"MAGAWARA INDUSTRIAL AREA NEAR M/S JAMJAM TANNERS, UNNAO, U.P",UTTAR PRADESH,2013,28.0,7.3,1074.0,687.36,,,1.5,Poor,0,-0.1200000000000001,55.89999999999998,35.775999999999954,0.0,,
1741.0,"MAGAWARA INDUSTRIAL AREA NEAR M/S JAMJAM TANNERS, UNNAO, U.P",UTTAR PRADESH,2014,26.0,7.5,1202.0,769.28,,,1.5,Poor,0,0.20000000000000018,128.0,81.91999999999996,0.0,702.7413333333334,7.406666666666666
1741.0,"MAGAWARA INDUSTRIAL
AREA NEAR M/S JAMJAM
TANNERS, UNNAO",UTTAR PRADESH,2016,24.0,7.7,766.0,490.24,,,2.0,Moderate,1,0.20000000000000018,-436.0,-279.03999999999996,0.5,648.96,7.5
1741.0,"MAGAWARA INDUSTRIAL AREA NEAR M/S
JAMJAM TANNERS, UNNAO, U.P",UTTAR PRADESH,2017,26.0,7.35,722.0,462.08,,,2.0,Moderate,1,-0.35000000000000053,-44.0,-28.160000000000025,0.0,573.8666666666667,7.516666666666666
1741.0,"MAGAWARA INDUSTRIAL AREA NEAR M/S
JAMJAM TANNERS, UNNAO, U.P",UTTAR PRADESH,2018,29.0,7.4,786.0,503.04,,,1.5,Poor,0,0.05000000000000071,64.0,40.960000000000036,-0.5,485.12000000000006,7.483333333333333
1741.0,"MAGAWARA INDUSTRIAL AREA
NEAR M/S JAMJAM TANNERS,
UNNAO, U.P",UTTAR PRADESH,2019,27.0,7.5,725.5,464.32,,,2.0,Moderate,1,0.09999999999999964,-60.5,-38.72000000000003,0.5,476.48,7.416666666666667
1742.0,CHINHAT INDL AREA IN LUCKNOW NEAR M/S INDIA PESTICIDES LUCKNOW,UTTAR PRADESH,2012,24.0,7.81,778.05,497.952,,,2.0,Moderate,1,,,,,,
1742.0,"CHINHAT INDUSTRIAL AREA IN LUCKNOW NEAR M/S INDIA PESTICIDES LUCKNOW, U.P",UTTAR PRADESH,2013,25.0,7.199999999999999,626.0,400.64,,,2.0,Moderate,1,-0.6100000000000003,-152.04999999999995,-97.31200000000001,0.0,,
1742.0,"Handpump near India Pesticide Ltd., Chinhat ind Area",UTTAR PRADESH,2014,25.4,7.199999999999999,613.0,392.32,,,2.0,Moderate,1,0.0,-13.0,-8.319999999999993,0.0,430.30400000000003,7.403333333333332
1742.0,"CHINHAT INDUSTRIAL
AREA IN LUCKNOW
NEAR M/S IIA
PESTICIDES
LUCKNOW, U.P",UTTAR PRADESH,2015,27.0,7.45,363.0,232.32,,,2.0,Moderate,1,0.2500000000000009,-250.0,-160.0,0.0,341.76,7.283333333333334
1742.0,"CHINHAT INDUSTRIAL AREA
IN LUCKNOW NEAR M/S
INDIA PESTICIDES LUCKNOW",UTTAR PRADESH,2016,30.0,7.7,673.0,430.72,,,2.0,Moderate,1,0.25,310.0,198.40000000000003,0.0,351.7866666666667,7.45
1742.0,"CHINHAT INDUSTRIAL AREA IN LUCKNOW NEAR
M/S INDIA PESTICIDES LUCKNOW, U.P",UTTAR PRADESH,2018,24.0,7.7,620.0,396.8,,,2.0,Moderate,1,0.0,-53.0,-33.920000000000016,0.0,353.28000000000003,7.616666666666667
1742.0,"CHINHAT INDUSTRIAL AREA IN
LUCKNOW NEAR M/S INDIA
PESTICIDES LUCKNOW, U.P",UTTAR PRADESH,2019,26.1,7.4,709.5,454.08,,,2.0,Moderate,1,-0.2999999999999998,89.5,57.27999999999997,0.0,427.2,7.6000000000000005
1743.0,"AISHBAGH INDUSTRIAL AREA AT LUCKNOW NEAR M/S EVEREADY INDUSTRIES LTD. LUCKNOW, U.P",UTTAR PRADESH,2013,29.0,6.9,1306.0,835.84,,,1.5,Poor,0,,,,,,
1743.0,"Handpump near Eveready Inds.,Aishbagh",UTTAR PRADESH,2014,25.5,7.1,1072.5,686.4,,,1.5,Poor,0,0.1999999999999993,-233.5,-149.44000000000005,0.0,,
1743.0,"AISHBAGH
INDUSTRIAL AREA AT
LUCKNOW NEAR M/S
EVEREADY
INDUSTRIES LTD.
LUCKNOW, U.P",UTTAR PRADESH,2015,27.0,7.45,760.5,486.72,,,2.0,Moderate,1,0.35000000000000053,-312.0,-199.67999999999995,0.5,669.6533333333333,7.1499999999999995
1743.0,"AISHBAGH INDUSTRIAL AREA
AT LUCKNOW NEAR M/S
EVEREADY INDUSTRIES LTD.
LUCKNOW",UTTAR PRADESH,2016,30.0,7.6,1758.0,1125.1200000000001,,,1.5,Poor,0,0.14999999999999947,997.5,638.4000000000001,-0.5,766.0799999999999,7.383333333333333
1743.0,"AISHBAGH INDUSTRIAL AREA AT LUCKNOW NEAR
M/S EVEREADY INDUSTRIES LTD. LUCKNOW, U.P",UTTAR PRADESH,2018,24.0,7.7,886.0,567.04,,,1.5,Poor,0,0.10000000000000053,-872.0,-558.0800000000002,0.0,726.2933333333334,7.583333333333333
1743.0,"AISHBAGH INDUSTRIAL AREA AT
LUCKNOW NEAR M/S EVEREADY
INDUSTRIES LTD. LUCKNOW, U.P",UTTAR PRADESH,2019,25.8,7.4,514.0,328.96,,,2.0,Moderate,1,-0.2999999999999998,-372.0,-238.07999999999998,0.5,673.7066666666667,7.566666666666667
1744.0,JAJMAU INDL AREA No. 6 KANPUR,UTTAR PRADESH,2012,27.0,7.8,796.4,509.69599999999997,,,1.5,Poor,0,,,,,,
1744.0,"JAJMAU INDUSTRIAL AREA NO. 6 KANPUR, U.P",UTTAR PRADESH,2014,29.0,6.9,3923.0,2510.7200000000003,,,1.0,Poor,0,-0.8999999999999995,3126.6,2001.0240000000003,-0.5,,
1744.0,"JAJMAU INDUSTRIAL AREA
NO. 6 KANPUR",UTTAR PRADESH,2016,20.0,7.3,2554.0,1634.56,,,1.5,Poor,0,0.39999999999999947,-1369.0,-876.1600000000003,0.5,1551.658666666667,7.333333333333333
1744.0,"JAJMAU INDUSTRIAL AREA NO. 6 KANPUR, U.P",UTTAR PRADESH,2017,31.0,7.449999999999999,1956.0,1251.84,,,1.5,Poor,0,0.14999999999999947,-598.0,-382.72,0.0,1799.04,7.216666666666666
1744.0,"JAJMAU INDUSTRIAL AREA NO. 6 KANPUR, U.P",UTTAR PRADESH,2018,30.0,7.1,2056.0,1315.84,,,1.5,Poor,0,-0.34999999999999964,100.0,64.0,0.0,1400.7466666666667,7.283333333333334
1744.0,"JAJMAU INDUSTRIAL AREA NO. 6
KANPUR, U.P",UTTAR PRADESH,2019,30.0,7.5,848.0,542.72,,,1.5,Poor,0,0.40000000000000036,-1208.0,-773.1199999999999,0.0,1036.8,7.349999999999999
1745.0,"PANKI INDUSTRIAL AREA NEAR INDUSTRY OF AMMONIA FERTIZER KANPUR, U.P",UTTAR PRADESH,2012,27.0,6.94,548.2,350.848,,,2.0,Moderate,1,,,,,,
1745.0,"PANKI INDUSTRIAL AREA NEAR INDUSTRY OF AMMONIA FERTIZER KANPUR, U.P",UTTAR PRADESH,2014,29.0,7.4,1109.0,709.76,,,1.5,Poor,0,0.45999999999999996,560.8,358.912,-0.5,,
1745.0,"PANKI INDUSTRIAL AREA
NEAR INDUSTRY OF
AMMONIA FERTIZER
KANPUR",UTTAR PRADESH,2016,20.0,7.1,1428.0,913.9200000000001,,,1.5,Poor,0,-0.3000000000000007,319.0,204.16000000000008,0.0,658.176,7.146666666666667
1745.0,"PANKI INDUSTRIAL AREA NEAR INDUSTRY OF
AMMONIA FERTIZER KANPUR, U.P",UTTAR PRADESH,2017,30.5,7.65,1518.0,971.52,,,1.5,Poor,0,0.5500000000000007,90.0,57.59999999999991,0.0,865.0666666666666,7.383333333333333
1745.0,"PANKI INDUSTRIAL AREA NEAR INDUSTRY OF
AMMONIA FERTIZER KANPUR, U.P",UTTAR PRADESH,2018,30.0,7.3,1757.0,1124.48,,,1.5,Poor,0,-0.35000000000000053,239.0,152.96000000000004,0.0,1003.3066666666667,7.3500000000000005
1745.0,"PANKI INDUSTRIAL AREA NEAR
INDUSTRY OF AMMONIA
FERTIZER KANPUR, U.P",UTTAR PRADESH,2019,30.0,7.9,2050.0,1312.0,,,1.5,Poor,0,0.6000000000000005,293.0,187.51999999999998,0.0,1136.0,7.616666666666667
1746.0,"NAGAR PALIKA TUBE WELL, SULTANPUR, U.P",UTTAR PRADESH,2012,22.5,7.8,860.0,550.4,,,1.5,Poor,0,,,,,,
1746.0,"NAGAR PALIKA TUBE WELL, SULTANPUR, U.P",UTTAR PRADESH,2013,21.5,7.65,846.75,541.92,,,1.5,Poor,0,-0.14999999999999947,-13.25,-8.480000000000018,0.0,,
1746.0,Nagar Palika Tube well Sultanpur,UTTAR PRADESH,2014,20.0,7.699999999999999,592.0,378.88,,,2.0,Moderate,1,0.049999999999998934,-254.75,-163.03999999999996,0.5,490.3999999999999,7.716666666666666
1746.0,"NAGAR PALIKA TUBE
WELL, SULTANPUR,
U.P",UTTAR PRADESH,2015,19.0,7.8,831.0,531.84,,,1.5,Poor,0,0.10000000000000053,239.0,152.96000000000004,-0.5,484.2133333333333,7.716666666666666
1746.0,"NAGAR PALIKA TUBE WELL,
SULTANPUR",UTTAR PRADESH,2016,21.0,7.65,811.0,519.04,,,1.5,Poor,0,-0.14999999999999947,-20.0,-12.800000000000068,0.0,476.58666666666664,7.716666666666666
1746.0,"NAGAR PALIKA TUBE WELL, SULTANPUR, U.P",UTTAR PRADESH,2017,19.5,7.7,886.0,567.04,,,1.5,Poor,0,0.04999999999999982,75.0,48.0,0.0,539.3066666666667,7.716666666666668
1746.0,"NAGAR PALIKA TUBE WELL, SULTANPUR, U.P",UTTAR PRADESH,2018,18.0,7.75,846.5,541.76,,,1.5,Poor,0,0.04999999999999982,-39.5,-25.279999999999973,0.0,542.6133333333333,7.7
1746.0,"NAGAR PALIKA TUBE WELL,
SULTANPUR, U.P",UTTAR PRADESH,2019,19.0,7.8,1161.0,743.04,,,1.5,Poor,0,0.04999999999999982,314.5,201.27999999999997,0.0,617.28,7.75
1746.0,"NAGAR PALIKA TUBE WELL,
SULTANPUR, U.P",UTTAR PRADESH,2021,17.5,8.0,776.0,496.64,,,2.0,Moderate,1,0.20000000000000018,-385.0,-246.39999999999998,0.5,593.8133333333334,7.8500000000000005
1747.0,INDIA MARKA HAND PUMP IN SAROWNI BLOCK AT RAIBAREILLY,UTTAR PRADESH,2012,23.0,7.855,904.5,578.88,,,1.5,Poor,0,,,,,,
1747.0,"INDIA MARKA HAND PUMP IN SAROWNI BLOCK AT RAIBAREILLY, U.P",UTTAR PRADESH,2013,21.5,7.8,780.0,499.2,,,2.0,Moderate,1,-0.055000000000000604,-124.5,-79.68,0.5,,
1747.0,"India Marka hand pump,Sareny, Raebareli",UTTAR PRADESH,2014,21.0,7.85,731.5,468.16,,,2.0,Moderate,1,0.04999999999999982,-48.5,-31.039999999999964,0.0,515.4133333333333,7.835
1747.0,"IIA MARKA HA PUMP IN
SAROWNI BLOCK AT
RAIBAREILLY, U.P",UTTAR PRADESH,2015,19.5,7.9,865.0,553.6,,,1.5,Poor,0,0.05000000000000071,133.5,85.44,-0.5,506.9866666666667,7.8500000000000005
1747.0,"INDIA MARKA HAND PUMP
IN SAROWNI BLOCK AT
RAIBAREILLY",UTTAR PRADESH,2016,20.0,7.8,855.5,547.52,,,1.5,Poor,0,-0.10000000000000053,-9.5,-6.080000000000041,0.0,523.0933333333334,7.849999999999999
1747.0,"INDIA MARKA HAND PUMP IN SAROWNI BLOCK
AT RAIBAREILLY, U.P",UTTAR PRADESH,2017,20.0,7.8,911.5,583.36,,,1.5,Poor,0,0.0,56.0,35.84000000000003,0.0,561.4933333333333,7.833333333333333
1747.0,"INDIA MARKA HAND PUMP IN SAROWNI BLOCK
AT RAIBAREILLY, U.P",UTTAR PRADESH,2018,19.0,7.8,885.0,566.4,,,1.5,Poor,0,0.0,-26.5,-16.960000000000036,0.0,565.76,7.8
1747.0,"INDIA MARKA HAND PUMP IN
SAROWNI BLOCK AT
RAIBAREILLY, U.P",UTTAR PRADESH,2019,20.0,8.0,1189.0,760.96,,,1.5,Poor,0,0.20000000000000018,304.0,194.56000000000006,0.0,636.9066666666666,7.866666666666667
1747.0,"INDIA MARKA HAND PUMP IN
SAROWNI BLOCK AT
RAIBAREILLY, U.P",UTTAR PRADESH,2021,17.5,8.15,934.0,597.76,,,1.5,Poor,0,0.15000000000000036,-255.0,-163.20000000000005,0.0,641.7066666666667,7.983333333333333
1748.0,"HANDPUMP IN VILLAGE DAMAUDA AT KASHIPUR NEAR M/S INDIA GLYCOLES LTD., U.P",UTTAR PRADESH,2012,23.0,7.25,375.0,240.0,,,2.0,Moderate,1,,,,,,
1748.0,"HANDPUMP IN VILLAGE DAMAUDA AT KASHIPUR NEAR M/S INDIA GLYCOLES LTD., U.P",UTTARAKHAND,2013,20.0,7.8,380.0,243.20000000000002,,,2.0,Moderate,1,0.5499999999999998,5.0,3.200000000000017,0.0,,
1748.0,"HANDPUMP IN VILLAGE
DAMAUDA AT KASHIPUR
NEAR M/S INDIA GLYCOLES
LTD.",UTTARAKHAND,2016,25.5,7.65,350.0,224.0,,,2.0,Moderate,1,-0.14999999999999947,-30.0,-19.200000000000017,0.0,235.73333333333335,7.566666666666666
1748.0,"HANDPUMP IN VILLAGE DAMAUDA AT
KASHIPUR NEAR M/S INDIA GLYCOLES LTD.",UTTARAKHAND,2017,24.1,7.300000000000001,290.0,185.6,,,2.0,Moderate,1,-0.34999999999999964,-60.0,-38.400000000000006,0.0,217.6,7.583333333333333
1748.0,"HANDPUMP IN VILLAGE DAMAUDA AT KASHIPUR
NEAR M/S INDIA GLYCOLES LTD.",UTTARAKHAND,2018,25.0,7.300000000000001,325.0,208.0,,,2.0,Moderate,1,0.0,35.0,22.400000000000006,0.0,205.86666666666665,7.416666666666667
1748.0,"HANDPUMP IN VILLAGE
DAMAUDA AT KASHIPUR NEAR
M/S INDIA GLYCOLES LTD.",UTTARAKHAND,2019,29.0,7.5,300.0,192.0,,,2.0,Moderate,1,0.1999999999999993,-25.0,-16.0,0.0,195.19999999999996,7.366666666666667
1748.0,"HANDPUMP IN VILLAGE
DAMAUDA AT KASHIPUR NEAR
M/S INDIA GLYCOLES LTD.",UTTARAKHAND,2021,27.0,7.9,274.0,175.36,,,2.0,Moderate,1,0.40000000000000036,-26.0,-16.639999999999986,0.0,191.78666666666666,7.566666666666667
1749.0,"TUBE WELL AT MEERUT CITY, U.P",UTTAR PRADESH,2013,24.0,7.35,722.5,462.40000000000003,,,2.0,Moderate,1,,,,,,
1749.0,"TUBE WELL AT MEERUT CITY, U.P",UTTAR PRADESH,2014,22.0,7.15,625.0,400.0,,,2.0,Moderate,1,-0.1999999999999993,-97.5,-62.400000000000034,0.0,,
1749.0,"TUBE WELL AT
MEERUT CITY, U.P",UTTAR PRADESH,2015,20.0,7.25,650.0,416.0,,,2.0,Moderate,1,0.09999999999999964,25.0,16.0,0.0,426.1333333333334,7.25
1749.0,TUBE WELL AT MEERUT CITY,UTTAR PRADESH,2016,20.0,7.3,680.0,435.2,,,2.0,Moderate,1,0.04999999999999982,30.0,19.19999999999999,0.0,417.0666666666666,7.233333333333333
1749.0,"TUBE WELL AT MEERUT CITY, U.P",UTTAR PRADESH,2017,18.5,7.35,690.0,441.6,,,2.0,Moderate,1,0.04999999999999982,10.0,6.400000000000034,0.0,430.93333333333334,7.3
1749.0,"TUBE WELL AT MEERUT CITY, U.P",UTTAR PRADESH,2019,18.0,7.2,695.0,444.8,,,2.0,Moderate,1,-0.14999999999999947,5.0,3.1999999999999886,0.0,440.5333333333333,7.283333333333334
1750.0,"TUBE WELL AT BAGPAT CITY, U.P",UTTAR PRADESH,2013,24.0,7.55,580.0,371.2,,,2.0,Moderate,1,,,,,,
1750.0,"TUBE WELL AT BAGPAT CITY, U.P",UTTAR PRADESH,2014,22.5,7.550000000000001,700.0,448.0,,,2.0,Moderate,1,8.881784197001252e-16,120.0,76.80000000000001,0.0,,
1750.0,"TUBE WELL AT
BAGPAT CITY, U.P",UTTAR PRADESH,2015,20.5,7.2,635.0,406.40000000000003,,,2.0,Moderate,1,-0.35000000000000053,-65.0,-41.599999999999966,0.0,408.5333333333333,7.433333333333334
1750.0,TUBE WELL AT BAGPAT CITY,UTTAR PRADESH,2016,20.0,7.2,610.0,390.40000000000003,,,2.0,Moderate,1,0.0,-25.0,-16.0,0.0,414.93333333333334,7.316666666666666
1750.0,"TUBE WELL AT BAGPAT CITY, U.P",UTTAR PRADESH,2017,18.5,7.6,715.0,457.6,,,2.0,Moderate,1,0.39999999999999947,105.0,67.19999999999999,0.0,418.1333333333334,7.333333333333333
1750.0,"TUBE WELL AT BAGPAT CITY, U.P",UTTAR PRADESH,2019,17.0,7.4,725.0,464.0,,,2.0,Moderate,1,-0.1999999999999993,10.0,6.399999999999977,0.0,437.3333333333333,7.3999999999999995
1751.0,"TUBE WELL IN INDUSTRIAL AREA AT GAJRAULA,MORADABAD, U.P",UTTAR PRADESH,2012,26.9,7.45,244.0,156.16,,,2.0,Moderate,1,,,,,,
1751.0,"TUBE WELL IN INDUSTRIAL AREA AT GAJRAULA, MORADABAD, U.P",UTTAR PRADESH,2013,24.0,7.300000000000001,845.0,540.8,,,1.5,Poor,0,-0.14999999999999947,601.0,384.64,-0.5,,
1751.0,"TUBE WELL IN INDUSTRIAL AREA AT GAJRAULA,
MORADABAD, U.P",UTTAR PRADESH,2017,24.0,7.5,889.0,568.96,,,1.5,Poor,0,0.1999999999999993,44.0,28.160000000000082,0.0,421.97333333333336,7.416666666666667
1751.0,"TUBE WELL IN INDUSTRIAL AREA AT GAJRAULA,
MORADABAD, U.P",UTTAR PRADESH,2018,24.0,7.4,840.0,537.6,,,1.5,Poor,0,-0.09999999999999964,-49.0,-31.360000000000014,0.0,549.12,7.400000000000001
1751.0,"TUBE WELL IN INDUSTRIAL AREA
AT GAJRAULA, MORADABAD,
U.P",UTTAR PRADESH,2019,24.0,7.45,417.0,266.88,,,2.0,Moderate,1,0.04999999999999982,-423.0,-270.72,0.5,457.81333333333333,7.45
1752.0,"SAHIBABAD INDUSTRIAL AREA, GHAZIABAD, U.P",UTTAR PRADESH,2012,21.0,7.25,1646.5,1053.76,,,1.5,Poor,0,,,,,,
1752.0,"SAHIBABAD INDUSTRIAL AREA, GHAZIABAD, U.P",UTTAR PRADESH,2013,22.0,7.25,248.0,158.72,,,2.0,Moderate,1,0.0,-1398.5,-895.04,0.5,,
1752.0,"SAHIBABAD INDUSTRIAL AREA, GHAZIABAD, U.P",UTTAR PRADESH,2014,23.3,6.949999999999999,2450.0,1568.0,,,1.5,Poor,0,-0.3000000000000007,2202.0,1409.28,-0.5,926.8266666666667,7.1499999999999995
1752.0,"HA PUMP SITE-4,SAHIBABAD I AREA",UTTAR PRADESH,2015,22.0,7.0,3020.0,1932.8,,,1.5,Poor,0,0.05000000000000071,570.0,364.79999999999995,0.0,1219.84,7.066666666666666
1752.0,"SAHIBABAD INDUSTRIAL AREA, GHAZIABAD, U.P",UTTAR PRADESH,2017,24.0,7.1,1611.5,1031.3600000000001,,,1.5,Poor,0,0.09999999999999964,-1408.5,-901.4399999999998,0.0,1510.72,7.016666666666666
1752.0,"SAHIBABAD INDUSTRIAL AREA, GHAZIABAD, U.P",UTTAR PRADESH,2018,23.5,7.35,1840.0,1177.6000000000001,,,1.5,Poor,0,0.25,228.5,146.24,0.0,1380.5866666666668,7.1499999999999995
1752.0,"SAHIBABAD INDUSTRIAL AREA,
GHAZIABAD, U.P",UTTAR PRADESH,2019,23.0,6.6,1730.0,1107.2,,,1.5,Poor,0,-0.75,-110.0,-70.40000000000009,0.0,1105.3866666666668,7.016666666666666
1752.0,"SAHIBABAD INDUSTRIAL AREA,
GHAZIABAD, U.P",UTTAR PRADESH,2021,22.5,7.1,2086.0,1335.04,,,1.5,Poor,0,0.5,356.0,227.83999999999992,0.0,1206.6133333333335,7.016666666666666
1753.0,"MEERUT ROAD INDUSTRIAL AREA GHAZIABAD, U.P",UTTAR PRADESH,2012,21.0,6.9,1144.5,732.48,,,1.5,Poor,0,,,,,,
1753.0,"MEERUT ROAD INDUSTRIAL AREA GHAZIABAD, U.P",UTTAR PRADESH,2013,22.0,7.25,2285.0,1462.4,,,1.5,Poor,0,0.34999999999999964,1140.5,729.9200000000001,0.0,,
1753.0,"MEERUT ROAD INDUSTRIAL AREA GHAZIABAD, U.P",UTTAR PRADESH,2014,23.5,6.7,1811.5,1159.3600000000001,,,1.5,Poor,0,-0.5499999999999998,-473.5,-303.03999999999996,0.0,1118.0800000000002,6.95
1753.0,"HA PUMP GAUSHALA
MEERUT ROAD I.",UTTAR PRADESH,2015,22.5,7.3,1260.0,806.4,,,1.5,Poor,0,0.5999999999999996,-551.5,-352.96000000000015,0.0,1142.72,7.083333333333333
1753.0,"MEERUT ROAD INDUSTRIAL AREA GHAZIABAD,
U.P",UTTAR PRADESH,2017,24.0,7.4,570.0,364.8,,,2.0,Moderate,1,0.10000000000000053,-690.0,-441.59999999999997,0.5,776.8533333333334,7.133333333333333
1753.0,"MEERUT ROAD INDUSTRIAL AREA GHAZIABAD,
U.P",UTTAR PRADESH,2018,23.5,7.199999999999999,551.5,352.96,,,2.0,Moderate,1,-0.20000000000000107,-18.5,-11.840000000000032,0.0,508.0533333333333,7.3
